pk,address,city,state,zip_code,unit_number,sq_ft,bedrooms,baths,property,building
529,10470 S. Jordan Gateway,South Jordan,UT,84095,228,749,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
530,10470 S. Jordan Gateway,South Jordan,UT,84095,229,750,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
531,10470 S. Jordan Gateway,South Jordan,UT,84095,230,784,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
532,10470 S. Jordan Gateway,South Jordan,UT,84095,231,815,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
533,10470 S. Jordan Gateway,South Jordan,UT,84095,232,792,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
534,10470 S. Jordan Gateway,South Jordan,UT,84095,233,719,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
535,10470 S. Jordan Gateway,South Jordan,UT,84095,234,792,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
536,10470 S. Jordan Gateway,South Jordan,UT,84095,235,798,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
537,10470 S. Jordan Gateway,South Jordan,UT,84095,236,707,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
538,10470 S. Jordan Gateway,South Jordan,UT,84095,237,804,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
539,10470 S. Jordan Gateway,South Jordan,UT,84095,238,752,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
540,10470 S. Jordan Gateway,South Jordan,UT,84095,239,891,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
541,10470 S. Jordan Gateway,South Jordan,UT,84095,240,860,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
542,10470 S. Jordan Gateway,South Jordan,UT,84095,241,737,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
543,10470 S. Jordan Gateway,South Jordan,UT,84095,242,870,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
544,10470 S. Jordan Gateway,South Jordan,UT,84095,243,786,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
545,10470 S. Jordan Gateway,South Jordan,UT,84095,244,705,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
546,10470 S. Jordan Gateway,South Jordan,UT,84095,245,724,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
547,10470 S. Jordan Gateway,South Jordan,UT,84095,246,770,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
548,10470 S. Jordan Gateway,South Jordan,UT,84095,247,873,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
549,10470 S. Jordan Gateway,South Jordan,UT,84095,248,741,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
550,10470 S. Jordan Gateway,South Jordan,UT,84095,249,719,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
551,10470 S. Jordan Gateway,South Jordan,UT,84095,250,887,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
552,10470 S. Jordan Gateway,South Jordan,UT,84095,251,746,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
553,10470 S. Jordan Gateway,South Jordan,UT,84095,252,899,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
554,10470 S. Jordan Gateway,South Jordan,UT,84095,253,886,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
555,10470 S. Jordan Gateway,South Jordan,UT,84095,254,815,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
556,10470 S. Jordan Gateway,South Jordan,UT,84095,255,820,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
557,10470 S. Jordan Gateway,South Jordan,UT,84095,256,706,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
558,10470 S. Jordan Gateway,South Jordan,UT,84095,257,702,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
559,10470 S. Jordan Gateway,South Jordan,UT,84095,258,807,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
560,10470 S. Jordan Gateway,South Jordan,UT,84095,259,847,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
561,10470 S. Jordan Gateway,South Jordan,UT,84095,260,730,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
562,10470 S. Jordan Gateway,South Jordan,UT,84095,261,716,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
563,10470 S. Jordan Gateway,South Jordan,UT,84095,262,725,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
564,10470 S. Jordan Gateway,South Jordan,UT,84095,263,887,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
565,10470 S. Jordan Gateway,South Jordan,UT,84095,264,791,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
566,10470 S. Jordan Gateway,South Jordan,UT,84095,265,762,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
567,10470 S. Jordan Gateway,South Jordan,UT,84095,266,722,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
568,10470 S. Jordan Gateway,South Jordan,UT,84095,267,820,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
569,10470 S. Jordan Gateway,South Jordan,UT,84095,268,827,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
570,10470 S. Jordan Gateway,South Jordan,UT,84095,269,795,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
571,10470 S. Jordan Gateway,South Jordan,UT,84095,270,745,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
572,10470 S. Jordan Gateway,South Jordan,UT,84095,271,898,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
573,10470 S. Jordan Gateway,South Jordan,UT,84095,272,755,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
574,10470 S. Jordan Gateway,South Jordan,UT,84095,273,819,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
575,10470 S. Jordan Gateway,South Jordan,UT,84095,274,776,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
576,10470 S. Jordan Gateway,South Jordan,UT,84095,275,802,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
577,10470 S. Jordan Gateway,South Jordan,UT,84095,276,888,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
578,10470 S. Jordan Gateway,South Jordan,UT,84095,277,752,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
579,10470 S. Jordan Gateway,South Jordan,UT,84095,278,754,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
580,10470 S. Jordan Gateway,South Jordan,UT,84095,279,710,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
581,10470 S. Jordan Gateway,South Jordan,UT,84095,280,900,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
582,10470 S. Jordan Gateway,South Jordan,UT,84095,281,885,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
583,10470 S. Jordan Gateway,South Jordan,UT,84095,282,721,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
584,10470 S. Jordan Gateway,South Jordan,UT,84095,283,880,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
585,10470 S. Jordan Gateway,South Jordan,UT,84095,284,853,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
586,10470 S. Jordan Gateway,South Jordan,UT,84095,285,704,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
587,10470 S. Jordan Gateway,South Jordan,UT,84095,286,722,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
588,10470 S. Jordan Gateway,South Jordan,UT,84095,287,798,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
589,10470 S. Jordan Gateway,South Jordan,UT,84095,288,800,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
590,10470 S. Jordan Gateway,South Jordan,UT,84095,289,747,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
591,10470 S. Jordan Gateway,South Jordan,UT,84095,290,857,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
592,10470 S. Jordan Gateway,South Jordan,UT,84095,291,766,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
593,10470 S. Jordan Gateway,South Jordan,UT,84095,292,813,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
594,10470 S. Jordan Gateway,South Jordan,UT,84095,293,895,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
595,10470 S. Jordan Gateway,South Jordan,UT,84095,294,734,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
596,10470 S. Jordan Gateway,South Jordan,UT,84095,295,827,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
597,10470 S. Jordan Gateway,South Jordan,UT,84095,296,777,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
598,10470 S. Jordan Gateway,South Jordan,UT,84095,297,864,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
599,10470 S. Jordan Gateway,South Jordan,UT,84095,298,770,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
600,10470 S. Jordan Gateway,South Jordan,UT,84095,299,751,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
601,10470 S. Jordan Gateway,South Jordan,UT,84095,300,708,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
602,10470 S. Jordan Gateway,South Jordan,UT,84095,301,878,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
603,10470 S. Jordan Gateway,South Jordan,UT,84095,302,849,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
604,10470 S. Jordan Gateway,South Jordan,UT,84095,303,893,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
605,10470 S. Jordan Gateway,South Jordan,UT,84095,304,796,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
606,10470 S. Jordan Gateway,South Jordan,UT,84095,305,891,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
607,10470 S. Jordan Gateway,South Jordan,UT,84095,306,782,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
608,10470 S. Jordan Gateway,South Jordan,UT,84095,307,800,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
609,10470 S. Jordan Gateway,South Jordan,UT,84095,308,868,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
610,10470 S. Jordan Gateway,South Jordan,UT,84095,309,847,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
611,10470 S. Jordan Gateway,South Jordan,UT,84095,310,877,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
612,10470 S. Jordan Gateway,South Jordan,UT,84095,311,741,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
613,10470 S. Jordan Gateway,South Jordan,UT,84095,312,880,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
614,10470 S. Jordan Gateway,South Jordan,UT,84095,313,856,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
615,10470 S. Jordan Gateway,South Jordan,UT,84095,314,723,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
616,10470 S. Jordan Gateway,South Jordan,UT,84095,315,827,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
617,10470 S. Jordan Gateway,South Jordan,UT,84095,316,885,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
618,10470 S. Jordan Gateway,South Jordan,UT,84095,317,782,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
619,10470 S. Jordan Gateway,South Jordan,UT,84095,318,815,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
620,10470 S. Jordan Gateway,South Jordan,UT,84095,319,754,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
621,10470 S. Jordan Gateway,South Jordan,UT,84095,320,767,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
622,10470 S. Jordan Gateway,South Jordan,UT,84095,321,803,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
623,10470 S. Jordan Gateway,South Jordan,UT,84095,322,898,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
624,10470 S. Jordan Gateway,South Jordan,UT,84095,323,773,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
625,10470 S. Jordan Gateway,South Jordan,UT,84095,324,754,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
626,10470 S. Jordan Gateway,South Jordan,UT,84095,325,869,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
627,10470 S. Jordan Gateway,South Jordan,UT,84095,326,713,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
628,10470 S. Jordan Gateway,South Jordan,UT,84095,327,772,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
629,10470 S. Jordan Gateway,South Jordan,UT,84095,328,770,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
630,10470 S. Jordan Gateway,South Jordan,UT,84095,329,850,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
631,10470 S. Jordan Gateway,South Jordan,UT,84095,330,851,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
632,10470 S. Jordan Gateway,South Jordan,UT,84095,331,867,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
633,10470 S. Jordan Gateway,South Jordan,UT,84095,332,705,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
634,10470 S. Jordan Gateway,South Jordan,UT,84095,333,780,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
635,10470 S. Jordan Gateway,South Jordan,UT,84095,334,801,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
636,10470 S. Jordan Gateway,South Jordan,UT,84095,335,778,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
637,10470 S. Jordan Gateway,South Jordan,UT,84095,336,780,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
638,10470 S. Jordan Gateway,South Jordan,UT,84095,337,762,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
639,10470 S. Jordan Gateway,South Jordan,UT,84095,338,779,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
640,10470 S. Jordan Gateway,South Jordan,UT,84095,339,712,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
641,10470 S. Jordan Gateway,South Jordan,UT,84095,340,721,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
642,10470 S. Jordan Gateway,South Jordan,UT,84095,341,855,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
643,10470 S. Jordan Gateway,South Jordan,UT,84095,342,771,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
644,10470 S. Jordan Gateway,South Jordan,UT,84095,343,810,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
645,10470 S. Jordan Gateway,South Jordan,UT,84095,344,750,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
646,10470 S. Jordan Gateway,South Jordan,UT,84095,345,758,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
647,10470 S. Jordan Gateway,South Jordan,UT,84095,346,806,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
648,10470 S. Jordan Gateway,South Jordan,UT,84095,347,873,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
649,10470 S. Jordan Gateway,South Jordan,UT,84095,348,851,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
650,10470 S. Jordan Gateway,South Jordan,UT,84095,349,743,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
651,10470 S. Jordan Gateway,South Jordan,UT,84095,350,868,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
652,10470 S. Jordan Gateway,South Jordan,UT,84095,351,859,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
653,10470 S. Jordan Gateway,South Jordan,UT,84095,352,720,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
654,10470 S. Jordan Gateway,South Jordan,UT,84095,353,895,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
655,10470 S. Jordan Gateway,South Jordan,UT,84095,354,893,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
656,10470 S. Jordan Gateway,South Jordan,UT,84095,355,833,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
657,10470 S. Jordan Gateway,South Jordan,UT,84095,356,868,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
658,10470 S. Jordan Gateway,South Jordan,UT,84095,357,777,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
659,10470 S. Jordan Gateway,South Jordan,UT,84095,358,791,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
660,10470 S. Jordan Gateway,South Jordan,UT,84095,359,876,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
661,10470 S. Jordan Gateway,South Jordan,UT,84095,360,728,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
662,10470 S. Jordan Gateway,South Jordan,UT,84095,361,874,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
663,10470 S. Jordan Gateway,South Jordan,UT,84095,362,839,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
664,10470 S. Jordan Gateway,South Jordan,UT,84095,363,820,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
665,10470 S. Jordan Gateway,South Jordan,UT,84095,364,748,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
666,10470 S. Jordan Gateway,South Jordan,UT,84095,365,722,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
667,10470 S. Jordan Gateway,South Jordan,UT,84095,366,866,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
668,10470 S. Jordan Gateway,South Jordan,UT,84095,367,812,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
669,10470 S. Jordan Gateway,South Jordan,UT,84095,368,716,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
670,10470 S. Jordan Gateway,South Jordan,UT,84095,369,815,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
671,10470 S. Jordan Gateway,South Jordan,UT,84095,370,873,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
672,10470 S. Jordan Gateway,South Jordan,UT,84095,371,727,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
673,10470 S. Jordan Gateway,South Jordan,UT,84095,372,841,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
674,10470 S. Jordan Gateway,South Jordan,UT,84095,373,868,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
675,10470 S. Jordan Gateway,South Jordan,UT,84095,374,892,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
676,10470 S. Jordan Gateway,South Jordan,UT,84095,375,801,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
677,10470 S. Jordan Gateway,South Jordan,UT,84095,376,707,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
678,10470 S. Jordan Gateway,South Jordan,UT,84095,377,888,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
679,10470 S. Jordan Gateway,South Jordan,UT,84095,378,739,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
680,10470 S. Jordan Gateway,South Jordan,UT,84095,379,762,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
681,10470 S. Jordan Gateway,South Jordan,UT,84095,380,858,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
682,10470 S. Jordan Gateway,South Jordan,UT,84095,381,766,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
683,10470 S. Jordan Gateway,South Jordan,UT,84095,382,858,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
684,10470 S. Jordan Gateway,South Jordan,UT,84095,383,721,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
685,10470 S. Jordan Gateway,South Jordan,UT,84095,384,778,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
686,10470 S. Jordan Gateway,South Jordan,UT,84095,385,707,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
687,10470 S. Jordan Gateway,South Jordan,UT,84095,386,881,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
688,10470 S. Jordan Gateway,South Jordan,UT,84095,387,773,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
689,10470 S. Jordan Gateway,South Jordan,UT,84095,388,800,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
690,10470 S. Jordan Gateway,South Jordan,UT,84095,389,900,2,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
691,10470 S. Jordan Gateway,South Jordan,UT,84095,390,772,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
692,10470 S. Jordan Gateway,South Jordan,UT,84095,391,751,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
693,10470 S. Jordan Gateway,South Jordan,UT,84095,392,771,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
694,10470 S. Jordan Gateway,South Jordan,UT,84095,393,863,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
695,10470 S. Jordan Gateway,South Jordan,UT,84095,394,801,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
696,10470 S. Jordan Gateway,South Jordan,UT,84095,395,736,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
697,10470 S. Jordan Gateway,South Jordan,UT,84095,396,767,2,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
698,10470 S. Jordan Gateway,South Jordan,UT,84095,397,754,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
699,10470 S. Jordan Gateway,South Jordan,UT,84095,398,793,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
700,10470 S. Jordan Gateway,South Jordan,UT,84095,399,779,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
701,10470 S. Jordan Gateway,South Jordan,UT,84095,400,791,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
702,10470 S. Jordan Gateway,South Jordan,UT,84095,401,863,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
703,10470 S. Jordan Gateway,South Jordan,UT,84095,402,716,1,1,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
704,10470 S. Jordan Gateway,South Jordan,UT,84095,403,775,1,2,http://gmc.localhost:8000/api/properties/1/,http://gmc.localhost:8000/api/buildings/2/
